table,scene_id,file,rows,min_ts,max_ts,unique_ts,duration_s,unique_agents,intersect_id,intersect_id_variants,city
infrastructure-trajectories/train/data,3312,3312.csv,1340,1659755781.5,1659755789.4,79,7.900000095367432,28,yizhuang#20-1_po,1,PEK
vehicle-trajectories/train/data,3312,3312.csv,3494,1659755781.5,1659755789.4,80,7.900000095367432,128,yizhuang#20-1_po,1,PEK
traffic-light/train/data,3312,3312.csv,568,1659755781.5,1659755789.4,68,7.900000095367432,,yizhuang#20-1_po,1,PEK
ego-trajectories/train/data,3313,3313.csv,2347,1659755781.9,1659755789.8,80,7.8999998569488525,95,yizhuang#20-1_po,1,PEK
infrastructure-trajectories/train/data,3313,3313.csv,1339,1659755781.9,1659755789.8,79,7.8999998569488525,27,yizhuang#20-1_po,1,PEK
vehicle-trajectories/train/data,3313,3313.csv,3481,1659755781.9,1659755789.8,80,7.8999998569488525,127,yizhuang#20-1_po,1,PEK
traffic-light/train/data,3313,3313.csv,576,1659755781.9,1659755789.8,69,7.8999998569488525,,yizhuang#20-1_po,1,PEK
ego-trajectories/val/data,3314,3314.csv,2311,1659755782.3,1659755790.2,80,7.900000095367432,94,yizhuang#20-1_po,1,PEK
infrastructure-trajectories/val/data,3314,3314.csv,1338,1659755782.3,1659755790.2,79,7.900000095367432,27,yizhuang#20-1_po,1,PEK
vehicle-trajectories/val/data,3314,3314.csv,3443,1659755782.3,1659755790.2,80,7.900000095367432,120,yizhuang#20-1_po,1,PEK
traffic-light/val/data,3314,3314.csv,576,1659755782.4,1659755790.2,69,7.799999952316284,,yizhuang#20-1_po,1,PEK
ego-trajectories/train/data,3315,3315.csv,6109,1648874311.0,1648874318.9,80,7.900000095367432,228,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3315,3315.csv,3942,1648874311.0,1648874318.9,79,7.900000095367432,93,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3315,3315.csv,4487,1648874311.0,1648874318.9,80,7.900000095367432,243,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3315,3315.csv,474,1648874311.0,1648874318.9,79,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3316,3316.csv,6026,1648874311.4,1648874319.3,80,7.8999998569488525,229,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3316,3316.csv,3945,1648874311.4,1648874319.3,79,7.8999998569488525,93,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3316,3316.csv,4594,1648874311.4,1648874319.3,80,7.8999998569488525,252,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3316,3316.csv,474,1648874311.4,1648874319.3,79,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3317,3317.csv,5895,1648874311.9,1648874319.8,80,7.8999998569488525,231,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3317,3317.csv,3948,1648874311.9,1648874319.8,79,7.8999998569488525,97,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3317,3317.csv,4724,1648874311.9,1648874319.8,80,7.8999998569488525,251,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3317,3317.csv,480,1648874311.9,1648874319.8,80,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/val/data,3318,3318.csv,5814,1648874312.3,1648874320.2,80,7.900000095367432,234,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/val/data,3318,3318.csv,3940,1648874312.3,1648874320.2,79,7.900000095367432,98,yizhuang#12-1_po,1,PEK
vehicle-trajectories/val/data,3318,3318.csv,4810,1648874312.3,1648874320.2,80,7.900000095367432,252,yizhuang#12-1_po,1,PEK
traffic-light/val/data,3318,3318.csv,480,1648874312.3,1648874320.2,80,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3319,3319.csv,5718,1648874312.7,1648874320.6,80,7.8999998569488525,235,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3319,3319.csv,3937,1648874312.7,1648874320.6,79,7.8999998569488525,99,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3319,3319.csv,4904,1648874312.7,1648874320.6,80,7.8999998569488525,254,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3319,3319.csv,480,1648874312.7,1648874320.6,80,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3320,3320.csv,1794,1652522772.6,1652522780.5,80,7.900000095367432,56,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3320,3320.csv,1144,1652522772.6,1652522780.5,80,7.900000095367432,21,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3320,3320.csv,1505,1652522772.6,1652522780.5,80,7.900000095367432,60,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3320,3320.csv,456,1652522772.6,1652522780.4,76,7.800000190734863,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3321,3321.csv,1793,1652522773.0,1652522780.9,80,7.900000095367432,55,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3321,3321.csv,1155,1652522773.0,1652522780.9,80,7.900000095367432,21,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3321,3321.csv,1541,1652522773.0,1652522780.9,80,7.900000095367432,60,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3321,3321.csv,456,1652522773.0,1652522780.9,76,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3322,3322.csv,1793,1652522773.4,1652522781.3,80,7.8999998569488525,54,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3322,3322.csv,1164,1652522773.4,1652522781.3,80,7.8999998569488525,22,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3322,3322.csv,1564,1652522773.4,1652522781.3,80,7.8999998569488525,61,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3322,3322.csv,450,1652522773.4,1652522781.3,75,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3323,3323.csv,1787,1652522773.9,1652522781.8,80,7.8999998569488525,51,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3323,3323.csv,1181,1652522773.9,1652522781.8,80,7.8999998569488525,21,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3323,3323.csv,1591,1652522773.9,1652522781.8,80,7.8999998569488525,60,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3323,3323.csv,444,1652522773.9,1652522781.8,74,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/val/data,3324,3324.csv,1788,1652522774.3,1652522782.2,80,7.900000095367432,50,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/val/data,3324,3324.csv,1193,1652522774.3,1652522782.2,80,7.900000095367432,21,yizhuang#12-1_po,1,PEK
vehicle-trajectories/val/data,3324,3324.csv,1609,1652522774.3,1652522782.2,80,7.900000095367432,63,yizhuang#12-1_po,1,PEK
traffic-light/val/data,3324,3324.csv,438,1652522774.3,1652522782.2,73,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3326,3326.csv,1803,1652522775.1,1652522783.0,80,7.900000095367432,52,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3326,3326.csv,1222,1652522775.1,1652522783.0,80,7.900000095367432,21,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3326,3326.csv,1652,1652522775.1,1652522783.0,80,7.900000095367432,62,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3326,3326.csv,432,1652522775.1,1652522783.0,72,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3327,3327.csv,1815,1652522775.5,1652522783.4,80,7.900000095367432,52,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3327,3327.csv,1240,1652522775.5,1652522783.4,80,7.900000095367432,20,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3327,3327.csv,1681,1652522775.5,1652522783.4,80,7.900000095367432,60,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3327,3327.csv,426,1652522775.5,1652522783.4,71,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3328,3328.csv,1830,1652522775.9,1652522783.8,80,7.8999998569488525,52,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3328,3328.csv,1258,1652522775.9,1652522783.8,80,7.8999998569488525,20,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3328,3328.csv,1703,1652522775.9,1652522783.8,80,7.8999998569488525,59,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3328,3328.csv,414,1652522775.9,1652522783.7,69,7.799999952316284,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3329,3329.csv,1841,1652522776.3,1652522784.2,80,7.900000095367432,49,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3329,3329.csv,1268,1652522776.3,1652522784.2,80,7.900000095367432,20,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3329,3329.csv,1715,1652522776.3,1652522784.2,80,7.900000095367432,60,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3329,3329.csv,408,1652522776.3,1652522784.2,68,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/val/data,3330,3330.csv,1843,1652522776.7,1652522784.6,80,7.8999998569488525,46,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/val/data,3330,3330.csv,1273,1652522776.7,1652522784.6,80,7.8999998569488525,21,yizhuang#12-1_po,1,PEK
vehicle-trajectories/val/data,3330,3330.csv,1707,1652522776.7,1652522784.6,80,7.8999998569488525,58,yizhuang#12-1_po,1,PEK
traffic-light/val/data,3330,3330.csv,402,1652522776.7,1652522784.6,67,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3331,3331.csv,1835,1652522777.1,1652522785.0,80,7.900000095367432,44,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3331,3331.csv,1273,1652522777.1,1652522785.0,80,7.900000095367432,21,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3331,3331.csv,1702,1652522777.1,1652522785.0,80,7.900000095367432,56,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3331,3331.csv,396,1652522777.1,1652522784.9,66,7.800000190734863,,yizhuang#12-1_po,1,PEK
ego-trajectories/val/data,3333,3333.csv,1811,1652522777.9,1652522785.8,80,7.8999998569488525,41,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/val/data,3333,3333.csv,1265,1652522777.9,1652522785.8,79,7.8999998569488525,21,yizhuang#12-1_po,1,PEK
vehicle-trajectories/val/data,3333,3333.csv,1676,1652522777.9,1652522785.8,80,7.8999998569488525,50,yizhuang#12-1_po,1,PEK
traffic-light/val/data,3333,3333.csv,396,1652522777.9,1652522785.8,66,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3334,3334.csv,1794,1652522778.3,1652522786.2,80,7.900000095367432,42,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3334,3334.csv,1254,1652522778.3,1652522786.1,78,7.799999952316284,21,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3334,3334.csv,1651,1652522778.3,1652522786.2,80,7.900000095367432,51,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3334,3334.csv,384,1652522778.3,1652522786.1,64,7.799999952316284,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3335,3335.csv,1785,1652522778.7,1652522786.6,80,7.8999998569488525,43,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3335,3335.csv,1262,1652522778.7,1652522786.6,78,7.8999998569488525,23,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3335,3335.csv,1627,1652522778.7,1652522786.6,80,7.8999998569488525,48,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3335,3335.csv,387,1652522778.7,1652522786.6,64,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3336,3336.csv,1790,1652522779.1,1652522787.0,80,7.900000095367432,46,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3336,3336.csv,1271,1652522779.1,1652522787.0,78,7.900000095367432,24,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3336,3336.csv,1604,1652522779.1,1652522787.0,80,7.900000095367432,48,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3336,3336.csv,387,1652522779.1,1652522787.0,64,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3338,3338.csv,1803,1652522779.9,1652522787.8,80,7.8999998569488525,46,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3338,3338.csv,1291,1652522779.9,1652522787.8,78,7.8999998569488525,25,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3338,3338.csv,1575,1652522779.9,1652522787.8,80,7.8999998569488525,43,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3338,3338.csv,373,1652522779.9,1652522787.7,61,7.799999952316284,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3339,3339.csv,1806,1652522780.3,1652522788.2,80,7.900000095367432,47,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3339,3339.csv,1303,1652522780.3,1652522788.2,78,7.900000095367432,26,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3339,3339.csv,1566,1652522780.3,1652522788.2,80,7.900000095367432,44,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3339,3339.csv,373,1652522780.3,1652522788.1,61,7.799999952316284,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3340,3340.csv,1809,1652522780.7,1652522788.6,80,7.8999998569488525,50,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3340,3340.csv,1312,1652522780.7,1652522788.6,78,7.8999998569488525,26,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3340,3340.csv,1564,1652522780.7,1652522788.6,80,7.8999998569488525,44,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3340,3340.csv,373,1652522780.7,1652522788.6,61,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3343,3343.csv,1797,1652522781.9,1652522789.8,80,7.8999998569488525,54,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3343,3343.csv,1336,1652522781.9,1652522789.8,78,7.8999998569488525,28,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3343,3343.csv,1601,1652522781.9,1652522789.8,80,7.8999998569488525,42,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3343,3343.csv,385,1652522781.9,1652522789.8,63,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3344,3344.csv,1794,1652522782.3,1652522790.2,80,7.900000095367432,52,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3344,3344.csv,1350,1652522782.3,1652522790.2,78,7.900000095367432,27,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3344,3344.csv,1610,1652522782.3,1652522790.2,80,7.900000095367432,42,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3344,3344.csv,391,1652522782.3,1652522790.2,64,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3345,3345.csv,1794,1652522782.7,1652522790.6,80,7.8999998569488525,55,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3345,3345.csv,1364,1652522782.7,1652522790.6,78,7.8999998569488525,27,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3345,3345.csv,1617,1652522782.7,1652522790.6,80,7.8999998569488525,44,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3345,3345.csv,397,1652522782.7,1652522790.6,65,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3347,3347.csv,1786,1652522783.5,1652522791.4,80,7.900000095367432,54,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3347,3347.csv,1388,1652522783.5,1652522791.4,78,7.900000095367432,27,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3347,3347.csv,1626,1652522783.5,1652522791.4,80,7.900000095367432,46,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3347,3347.csv,403,1652522783.6,1652522791.4,66,7.800000190734863,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3348,3348.csv,1777,1652522783.9,1652522791.8,80,7.8999998569488525,56,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3348,3348.csv,1400,1652522783.9,1652522791.8,78,7.8999998569488525,27,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3348,3348.csv,1632,1652522783.9,1652522791.8,80,7.8999998569488525,47,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3348,3348.csv,415,1652522783.9,1652522791.8,68,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3349,3349.csv,1780,1652522784.3,1652522792.2,80,7.900000095367432,58,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3349,3349.csv,1415,1652522784.3,1652522792.2,78,7.900000095367432,26,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3349,3349.csv,1648,1652522784.3,1652522792.2,80,7.900000095367432,45,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3349,3349.csv,421,1652522784.3,1652522792.2,69,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3350,3350.csv,1785,1652522784.7,1652522792.6,80,7.8999998569488525,58,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3350,3350.csv,1431,1652522784.7,1652522792.6,78,7.8999998569488525,25,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3350,3350.csv,1675,1652522784.7,1652522792.6,80,7.8999998569488525,50,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3350,3350.csv,427,1652522784.7,1652522792.6,70,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3351,3351.csv,1808,1652522785.1,1652522793.0,80,7.900000095367432,62,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3351,3351.csv,1459,1652522785.1,1652522793.0,78,7.900000095367432,26,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3351,3351.csv,1709,1652522785.1,1652522793.0,80,7.900000095367432,49,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3351,3351.csv,433,1652522785.1,1652522793.0,71,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/val/data,3352,3352.csv,1840,1652522785.5,1652522793.4,80,7.900000095367432,64,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/val/data,3352,3352.csv,1499,1652522785.5,1652522793.4,79,7.900000095367432,26,yizhuang#12-1_po,1,PEK
vehicle-trajectories/val/data,3352,3352.csv,1733,1652522785.5,1652522793.4,80,7.900000095367432,48,yizhuang#12-1_po,1,PEK
traffic-light/val/data,3352,3352.csv,433,1652522785.6,1652522793.4,71,7.800000190734863,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3353,3353.csv,1864,1652522785.9,1652522793.8,80,7.8999998569488525,64,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3353,3353.csv,1520,1652522785.9,1652522793.8,79,7.8999998569488525,27,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3353,3353.csv,1763,1652522785.9,1652522793.8,80,7.8999998569488525,50,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3353,3353.csv,433,1652522786.0,1652522793.8,71,7.799999952316284,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3354,3354.csv,1895,1652522786.3,1652522794.2,80,7.900000095367432,70,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3354,3354.csv,1560,1652522786.3,1652522794.2,80,7.900000095367432,26,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3354,3354.csv,1796,1652522786.3,1652522794.2,80,7.900000095367432,50,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3354,3354.csv,445,1652522786.3,1652522794.2,73,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3356,3356.csv,1949,1652522787.1,1652522795.0,80,7.900000095367432,77,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3356,3356.csv,1601,1652522787.1,1652522795.0,80,7.900000095367432,26,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3356,3356.csv,1854,1652522787.1,1652522795.0,80,7.900000095367432,54,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3356,3356.csv,448,1652522787.1,1652522795.0,74,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3357,3357.csv,1958,1652522787.5,1652522795.4,80,7.900000095367432,78,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/train/data,3357,3357.csv,1625,1652522787.5,1652522795.4,80,7.900000095367432,27,yizhuang#12-1_po,1,PEK
vehicle-trajectories/train/data,3357,3357.csv,1888,1652522787.5,1652522795.4,80,7.900000095367432,54,yizhuang#12-1_po,1,PEK
traffic-light/train/data,3357,3357.csv,456,1652522787.5,1652522795.4,76,7.900000095367432,,yizhuang#12-1_po,1,PEK
ego-trajectories/val/data,3358,3358.csv,1974,1652522787.9,1652522795.8,80,7.8999998569488525,79,yizhuang#12-1_po,1,PEK
infrastructure-trajectories/val/data,3358,3358.csv,1645,1652522787.9,1652522795.8,80,7.8999998569488525,27,yizhuang#12-1_po,1,PEK
vehicle-trajectories/val/data,3358,3358.csv,1922,1652522787.9,1652522795.8,80,7.8999998569488525,57,yizhuang#12-1_po,1,PEK
traffic-light/val/data,3358,3358.csv,462,1652522787.9,1652522795.8,77,7.8999998569488525,,yizhuang#12-1_po,1,PEK
ego-trajectories/train/data,3359,3359.csv,1380,1648944791.0,1648944798.9,80,7.900000095367432,37,yizhuang#11-1_po,1,PEK
infrastructure-trajectories/train/data,3359,3359.csv,1297,1648944791.0,1648944798.9,79,7.900000095367432,18,yizhuang#11-1_po,1,PEK
vehicle-trajectories/train/data,3359,3359.csv,1230,1648944791.0,1648944798.9,80,7.900000095367432,28,yizhuang#11-1_po,1,PEK
traffic-light/train/data,3359,3359.csv,444,1648944791.0,1648944798.9,66,7.900000095367432,,yizhuang#11-1_po,1,PEK
ego-trajectories/train/data,3362,3362.csv,1454,1648944792.3,1648944800.2,80,7.900000095367432,40,yizhuang#11-1_po,1,PEK
infrastructure-trajectories/train/data,3362,3362.csv,1326,1648944792.3,1648944800.2,80,7.900000095367432,19,yizhuang#11-1_po,1,PEK
vehicle-trajectories/train/data,3362,3362.csv,1270,1648944792.3,1648944800.2,80,7.900000095367432,29,yizhuang#11-1_po,1,PEK
traffic-light/train/data,3362,3362.csv,450,1648944792.3,1648944800.2,68,7.900000095367432,,yizhuang#11-1_po,1,PEK
ego-trajectories/train/data,3366,3366.csv,1503,1648944793.9,1648944801.8,80,7.8999998569488525,42,yizhuang#11-1_po,1,PEK
infrastructure-trajectories/train/data,3366,3366.csv,1333,1648944793.9,1648944801.8,80,7.8999998569488525,19,yizhuang#11-1_po,1,PEK
vehicle-trajectories/train/data,3366,3366.csv,1287,1648944793.9,1648944801.8,80,7.8999998569488525,30,yizhuang#11-1_po,1,PEK
traffic-light/train/data,3366,3366.csv,450,1648944793.9,1648944801.8,68,7.8999998569488525,,yizhuang#11-1_po,1,PEK
ego-trajectories/train/data,3367,3367.csv,1511,1648944794.3,1648944802.2,80,7.900000095367432,40,yizhuang#11-1_po,1,PEK
infrastructure-trajectories/train/data,3367,3367.csv,1317,1648944794.3,1648944802.1,79,7.799999952316284,19,yizhuang#11-1_po,1,PEK
vehicle-trajectories/train/data,3367,3367.csv,1285,1648944794.3,1648944802.2,80,7.900000095367432,30,yizhuang#11-1_po,1,PEK
traffic-light/train/data,3367,3367.csv,444,1648944794.3,1648944802.2,67,7.900000095367432,,yizhuang#11-1_po,1,PEK
ego-trajectories/val/data,3368,3368.csv,1527,1648944794.7,1648944802.6,80,7.8999998569488525,40,yizhuang#11-1_po,1,PEK
infrastructure-trajectories/val/data,3368,3368.csv,1308,1648944794.7,1648944802.6,79,7.8999998569488525,19,yizhuang#11-1_po,1,PEK
vehicle-trajectories/val/data,3368,3368.csv,1277,1648944794.7,1648944802.6,80,7.8999998569488525,29,yizhuang#11-1_po,1,PEK
traffic-light/val/data,3368,3368.csv,444,1648944794.8,1648944802.6,68,7.799999952316284,,yizhuang#11-1_po,1,PEK
ego-trajectories/val/data,3369,3369.csv,1543,1648944795.1,1648944803.0,80,7.900000095367432,42,yizhuang#11-1_po,1,PEK
infrastructure-trajectories/val/data,3369,3369.csv,1296,1648944795.1,1648944803.0,79,7.900000095367432,19,yizhuang#11-1_po,1,PEK
vehicle-trajectories/val/data,3369,3369.csv,1266,1648944795.1,1648944803.0,80,7.900000095367432,28,yizhuang#11-1_po,1,PEK
traffic-light/val/data,3369,3369.csv,450,1648944795.1,1648944803.0,69,7.900000095367432,,yizhuang#11-1_po,1,PEK
ego-trajectories/val/data,3370,3370.csv,1560,1648944795.5,1648944803.4,80,7.900000095367432,44,yizhuang#11-1_po,1,PEK
infrastructure-trajectories/val/data,3370,3370.csv,1284,1648944795.5,1648944803.4,79,7.900000095367432,19,yizhuang#11-1_po,1,PEK
vehicle-trajectories/val/data,3370,3370.csv,1259,1648944795.5,1648944803.4,80,7.900000095367432,28,yizhuang#11-1_po,1,PEK
traffic-light/val/data,3370,3370.csv,462,1648944795.5,1648944803.4,71,7.900000095367432,,yizhuang#11-1_po,1,PEK
ego-trajectories/train/data,3372,3372.csv,1625,1648944796.3,1648944804.2,80,7.900000095367432,45,yizhuang#11-1_po,1,PEK
infrastructure-trajectories/train/data,3372,3372.csv,1246,1648944796.3,1648944804.2,79,7.900000095367432,19,yizhuang#11-1_po,1,PEK
vehicle-trajectories/train/data,3372,3372.csv,1237,1648944796.3,1648944804.2,80,7.900000095367432,26,yizhuang#11-1_po,1,PEK
traffic-light/train/data,3372,3372.csv,456,1648944796.3,1648944804.2,71,7.900000095367432,,yizhuang#11-1_po,1,PEK
ego-trajectories/train/data,3374,3374.csv,1600,1648944797.1,1648944805.0,80,7.900000095367432,45,yizhuang#11-1_po,1,PEK
infrastructure-trajectories/train/data,3374,3374.csv,1190,1648944797.1,1648944805.0,79,7.900000095367432,19,yizhuang#11-1_po,1,PEK
vehicle-trajectories/train/data,3374,3374.csv,1222,1648944797.1,1648944805.0,80,7.900000095367432,26,yizhuang#11-1_po,1,PEK
traffic-light/train/data,3374,3374.csv,450,1648944797.2,1648944804.9,71,7.700000047683716,,yizhuang#11-1_po,1,PEK
ego-trajectories/train/data,3375,3375.csv,1593,1648944797.5,1648944805.4,80,7.900000095367432,45,yizhuang#11-1_po,1,PEK
infrastructure-trajectories/train/data,3375,3375.csv,1162,1648944797.5,1648944805.4,79,7.900000095367432,19,yizhuang#11-1_po,1,PEK
vehicle-trajectories/train/data,3375,3375.csv,1218,1648944797.5,1648944805.4,80,7.900000095367432,28,yizhuang#11-1_po,1,PEK
traffic-light/train/data,3375,3375.csv,462,1648944797.5,1648944805.4,73,7.900000095367432,,yizhuang#11-1_po,1,PEK
ego-trajectories/train/data,3376,3376.csv,1587,1648944797.9,1648944805.8,80,7.8999998569488525,43,yizhuang#11-1_po,1,PEK
infrastructure-trajectories/train/data,3376,3376.csv,1137,1648944797.9,1648944805.8,79,7.8999998569488525,20,yizhuang#11-1_po,1,PEK
vehicle-trajectories/train/data,3376,3376.csv,1209,1648944797.9,1648944805.8,80,7.8999998569488525,26,yizhuang#11-1_po,1,PEK
traffic-light/train/data,3376,3376.csv,462,1648944797.9,1648944805.8,74,7.8999998569488525,,yizhuang#11-1_po,1,PEK
